parsed,fishbase
Sparisoma rubripinne,Sparisoma rubripinne
Sparisoma viride,Sparisoma viride
Sparus aurata,Sparus aurata
Spectrunculus,NA
Spectrunculus grandis,Spectrunculus grandis
Sphaeramia nematoptera,Sphaeramia nematoptera
Sphagemacrurus grenadae,Sphagemacrurus grenadae
Sphagemacrurus hirundo,Sphagemacrurus hirundo
Sphoeroides,NA
Sphoeroides dorsalis,Sphoeroides dorsalis
Sphoeroides greeleyi,Sphoeroides greeleyi
Sphoeroides maculatus,Sphoeroides maculatus
Sphoeroides nephelus,Sphoeroides nephelus
Sphoeroides pachygaster,Sphoeroides pachygaster
Sphoeroides,NA
Sphoeroides spengleri,Sphoeroides spengleri
Sphoeroides testudineus,Sphoeroides testudineus
Sphoeroides tyleri,Sphoeroides tyleri
Sphyraena,NA
Sphyraena acutipinnis,Sphyraena acutipinnis
Sphyraena argentea,Sphyraena argentea
Sphyraena barracuda,Sphyraena barracuda
Sphyraena borealis,Sphyraena borealis
Sphyraena chrysotaenia,Sphyraena chrysotaenia
Sphyraena flavicauda,Sphyraena flavicauda
Sphyraena forsteri,Sphyraena forsteri
Sphyraena guachancho,Sphyraena guachancho
Sphyraena helleri,Sphyraena helleri
Sphyraena japonica,Sphyraena japonica
Sphyraena jello,Sphyraena jello
Sphyraena novaehollandiae,Sphyraena novaehollandiae
Sphyraena obtusata,Sphyraena obtusata
Sphyraena,NA
Sphyraena picudilla,Sphyraena picudilla
Sphyraena pinguis,Sphyraena pinguis
Sphyraena putnamae,Sphyraena putnamae
Sphyraena qenie,Sphyraena qenie
Sphyraena,NA
Sphyraena,NA
Sphyraena,NA
Sphyraena sphyraena,Sphyraena sphyraena
Sphyraena viridensis,Sphyraena viridensis
Sphyraenidae,NA
Sphyrna,NA
Sphyrna lewini,Sphyrna lewini
Sphyrna mokarran,Sphyrna mokarran
Sphyrna tiburo,Sphyrna tiburo
Sphyrna zygaena,Sphyrna zygaena
Sphyrnidae,NA
Spicara flexuosa,Spicara maena
Spicara maena,Spicara maena
Spicara smaris,Spicara smaris
Spicara,NA
Spinachia spinachia,Spinachia spinachia
Spirinchus starksi,Spirinchus starksi
Spirinchus thaleichthys,Spirinchus thaleichthys
Spondyliosoma cantharus,Spondyliosoma cantharus
Spratelloides delicatulus,Spratelloides delicatulus
Spratelloides gracilis,Spratelloides gracilis
Sprattus antipodum,Sprattus antipodum
Sprattus muelleri,Sprattus muelleri
Sprattus sprattus,Sprattus sprattus
Squalidae,NA
Squaliformes,NA
Squaliolus aliae,Squaliolus aliae
Squaliolus laticaudus,Squaliolus laticaudus
Squaliolus sarmenti,Squaliolus laticaudus
Squalius cephalus,Squalius cephalus
Squalus acanthias,Squalus acanthias
Squalus blainvillei,Squalus blainville
Squalus cubensis,Squalus cubensis
Squalus japonicus,Squalus japonicus
Squalus megalops,Squalus megalops
Squalus mitsukurii,Squalus mitsukurii
Squalus,NA
Squatina,NA
Squatina argentina,Squatina argentina
Squatina australis,Squatina australis
Squatina californica,Squatina californica
Squatina dumeril,Squatina dumeril
Squatina nebulosa,Squatina nebulosa
Squatina punctata,Squatina punctata
Squatina squatina,Squatina squatina
Squatina tergocellata,Squatina tergocellata
Starksia ocellata,Starksia ocellata
Stegastes adustus,Stegastes adustus
Stegastes albifasciatus,Stegastes albifasciatus
Stegastes altus,Stegastes altus
Stegastes apicalis,Stegastes apicalis
Stegastes diencaeus,Stegastes diencaeus
Stegastes fasciolatus,Stegastes fasciolatus
Stegastes gascoynei,Stegastes gascoynei
Stegastes insularis,Stegastes insularis
Stegastes leucostictus,Stegastes leucostictus
Stegastes lividus,Stegastes lividus
Stegastes nigricans,Stegastes nigricans
Stegastes obreptus,Stegastes obreptus
Stegastes partitus,Stegastes partitus
Stegastes planifrons,Stegastes planifrons
Stegastes punctatus,Stegastes punctatus
Stegastes,NA
Stegastes variabilis,Stegastes variabilis
Stegostoma fasciatum,Stegostoma fasciatum
Steindachnerina brevipinna,Steindachnerina brevipinna
Steindachnerina insculpta,Steindachnerina insculpta
Stellifer brasiliensis,Stellifer brasiliensis
Stellifer lanceolatus,Stellifer lanceolatus
Stellifer rastrifer,Stellifer rastrifer
Stellifer stellifer,Stellifer stellifer
Stemonosudis,NA
Stemonosudis macrurus,Stemonosudis macrura
Stenobrachius leucopsarus,Stenobrachius leucopsarus
Stenotomus caprinus,Stenotomus caprinus
Stenotomus chrysops,Stenotomus chrysops
Stenotomus,NA
Stephanolepis cirrhifer,Stephanolepis cirrhifer
Stephanolepis diaspros,Stephanolepis diaspros
Stephanolepis hispida,Stephanolepis hispidus
Stephanolepis hispidus,Stephanolepis hispidus
Stephanolepis setifer,Stephanolepis setifer
Stephanolepis,NA
Stereolepis gigas,Stereolepis gigas
Sternoptychidae,NA
Sternoptyx,NA
Sternoptyx diaphana,Sternoptyx diaphana
Sternoptyx pseudobscura,Sternoptyx pseudobscura
Sternoptyx pseudodiaphana,Sternoptyx pseudodiaphana
Sternoptyx,NA
Sternopygus macrurus,Sternopygus macrurus
Stethojulis albovittata,Stethojulis albovittata
Stethojulis balteata,Stethojulis balteata
Stethojulis bandanensis,Stethojulis bandanensis
Stethojulis interrupta,Stethojulis interrupta
Stethojulis,NA
Stethojulis strigiventer,Stethojulis strigiventer
Stethojulis terina,Stethojulis terina
Stethojulis trilineata,Stethojulis trilineata
Stichaeidae,NA
Stichaeus punctatus,Stichaeus punctatus punctatus
Stizostedion vitreum,Sander vitreus
Stolephorus carpentariae,Stolephorus carpentariae
Stolephorus indicus,Stolephorus indicus
Stolephorus insularis,Stolephorus insularis
Stolephorus,NA
Stomias,NA
Stomias affinis,Stomias affinis
Stomias boa,Stomias boa boa
Stomias brevibarbatus,Stomias brevibarbatus
Stomias ferox,Stomias boa ferox
Stomias gracilis,Stomias gracilis
Stomias lampropeltis,Stomias lampropeltis
Stomias nebulosus,Stomias nebulosus
Stomias,NA
Stomiatidae,NA
Stomiidae,NA
Stomiiformes,NA
Stromateidae,NA
Stromateus,NA
Strongylura anastomella,Strongylura anastomella
Strongylura leiura,Strongylura leiura
Strongylura marina,Strongylura marina
Strongylura,NA
Strongylura strongylura,Strongylura strongylura
Strophidon sathete,Strophidon sathete
Stylephorus chordatus,Stylephorus chordatus
Sudis hyalina,Sudis hyalina
Suezichthys arquatus,Suezichthys arquatus
Suezichthys aylingi,Suezichthys aylingi
Suezichthys cyanolaemus,Suezichthys cyanolaemus
Suezichthys devisi,NA
Suezichthys gracilis,Suezichthys gracilis
Suezichthys soelae,Suezichthys soelae
Sufflamen albicaudatus,Sufflamen albicaudatum
Sufflamen bursa,Sufflamen bursa
Sufflamen chrysoptera,Sufflamen chrysopterum
Sufflamen chrysopterum,Sufflamen chrysopterum
Sufflamen chrysopterus,Sufflamen chrysopterum
Sufflamen fraenatum,Sufflamen fraenatum
Sufflamen fraenatus,Sufflamen fraenatum
Suggrundus macracanthus,Suggrundus macracanthus
Suggrundus meerdervoortii,Suggrundus meerdervoortii
Sunagocia otaitensis,Sunagocia otaitensis
Sutorectus tentaculatus,Sutorectus tentaculatus
Syacium gunteri,Syacium gunteri
Syacium micrurum,Syacium micrurum
Syacium papillosum,Syacium papillosum
Syacium,NA
Sygnathus acus,Syngnathus acus
Sygnathus dawsoni,NA
Sygnathus fuscus,NA
Sygnathus typhle,NA
Symbolophorus barnardi,Symbolophorus barnardi
Symbolophorus californiensis,Symbolophorus californiensis
Symbolophorus evermanni,Symbolophorus evermanni
Symbolophorus rufinus,Symbolophorus rufinus
Symbolophorus,NA
Symbolophorus veranyi,Symbolophorus veranyi
Symphodus bailloni,Symphodus bailloni
Symphodus cinereus,Symphodus cinereus
Symphodus melops,Symphodus melops
Symphorichthys spilurus,Symphorichthys spilurus
Symphorus nematophorus,Symphorus nematophorus
Symphurus,NA
Symphurus atricauda,Symphurus atricaudus
Symphurus civitatium,Symphurus civitatium
Symphurus diomedeanus,Symphurus diomedeanus
Symphurus ginsburgi,Symphurus ginsburgi
Symphurus marginatus,Symphurus marginatus
Symphurus minor,Symphurus minor
Symphurus nigrescens,Symphurus nigrescens
Symphurus nigricens,NA
Symphurus normani,Symphurus normani
Symphurus novemfasciatus,Symphurus novemfasciatus
Symphurus orientalis,Symphurus orientalis
Symphurus parvus,Symphurus parvus
Symphurus plagiusa,Symphurus plagiusa
Symphurus pusillus,Symphurus pusillus
Symphurus,NA
Symphurus strictus,Symphurus strictus
Symphurus tesselatus,NA
Symphurus thermophilus,Symphurus thermophilus
Symphurus urospilus,Symphurus urospilus
Sympterygia acuta,Sympterygia acuta
Sympterygia bonapartii,Sympterygia bonapartii
Synagrops bellus,Synagrops bellus
Synagrops japonicus,Synagrops japonicus
Synagrops microlepis,Kaperangus microlepis
Synagrops philippinensis,Parascombrops philippinensis
Synagrops serratospinosus,Parascombrops serratospinosus
Synagrops,NA
Synagrops spinosus,Parascombrops spinosus
Synanceia horrida,Synanceia horrida
Synanceia verrucosa,Synanceia verrucosa
Synaphobranchidae,NA
Synaphobranchus,NA
Synaphobranchus affinis,Synaphobranchus affinis
Synaphobranchus kaupi,Synaphobranchus kaupii
Synaphobranchus kaupii,Synaphobranchus kaupii
Synaphobranchus,NA
Synaptura lusitanica,Dagetichthys lusitanicus
Synbranchus marmoratus,Synbranchus marmoratus
Synchiropus altivelis,Synchiropus altivelis
Synchiropus masudai,Foetorepus masudai
Synchiropus ocellatus,Neosynchiropus ocellatus
Syngnathidae,NA
Syngnathiformes,NA
Syngnathus,NA
Syngnathus abaster,Syngnathus abaster
Syngnathus acus,Syngnathus acus
Syngnathus floridae,Syngnathus floridae
Syngnathus folletti,Syngnathus folletti
Syngnathus fuscus,Syngnathus fuscus
Syngnathus leptorhynchus,Syngnathus leptorhynchus
Syngnathus louisianae,Syngnathus louisianae
Syngnathus pelagicus,Syngnathus pelagicus
Syngnathus rostellatus,Syngnathus rostellatus
Syngnathus scovelli,Syngnathus scovelli
Syngnathus,NA
Syngnathus springeri,Syngnathus springeri
Syngnathus typhle,Syngnathus typhle
Synodontidae,NA
Synodus amaranthus,Synodus dermatogenys
Synodus binotatus,Synodus binotatus
Synodus dermatogenys,Synodus dermatogenys
Synodus doaki,Synodus doaki
Synodus foetens,Synodus foetens
Synodus fuscus,Synodus fuscus
Synodus hoshinonis,Synodus hoshinonis
Synodus indicus,Synodus indicus
Synodus intermedius,Synodus intermedius
Synodus jaculum,Synodus jaculum
Synodus kaianus,Synodus kaianus
Synodus macrops,Synodus macrops
Synodus poeyi,Synodus poeyi
Synodus rubromarmoratus,Synodus rubromarmoratus
Synodus sageneus,Synodus sageneus
Synodus saurus,Synodus saurus
Synodus similis,Synodus similis
Synodus,NA
Synodus,NA
Synodus,NA
Synodus,NA
Synodus,NA
Synodus,NA
Synodus,NA
Synodus synodus,Synodus synodus
Synodus tectus,Synodus tectus
Synodus ulae,Synodus ulae
Synodus variegatus,Synodus variegatus
Taaningichthys,NA
Taaningichthys bathyphilus,Taaningichthys bathyphilus
Taaningichthys minimus,Taaningichthys minimus
Taaningichthys paurolychnus,Taaningichthys paurolychnus
Taaningichthys,NA
Tachysurus,NA
Taenianotus triacanthus,Taenianotus triacanthus
Taenioides cirratus,Taenioides cirratus
Taenioides,NA
Taeniura grabata,Taeniura grabata
Taeniura lymma,Taeniura lymma
Taeniura meyeni,Taeniurops meyeni
Takifugu niphobles,Takifugu niphobles
Takifugu poecilonotus,Takifugu poecilonotus
Takifugu radiatus,Takifugu radiatus
Talismania antillarum,Talismania antillarum
Talismania bifurcata,Talismania bifurcata
Talismania homoptera,Talismania homoptera
Talismania longifilis,Talismania longifilis
Talismania mekistonema,Talismania mekistonema
Taractes asper,Taractes asper
Taratichthys longipinnis,NA
Tarletonbeania,NA
Tarphops oligolepis,Tarphops oligolepis
Tasmanogobius gloveri,Tasmanogobius gloveri
Tathicarpus butleri,Tathicarpus butleri
Taurulus,NA
Taurulus bubalis,Taurulus bubalis
Tautoga onitis,Tautoga onitis
Tautogolabrus adspersus,Tautogolabrus adspersus
Teixeirichthys jordani,Teixeirichthys jordani
Tentoriceps cristatus,Tentoriceps cristatus
Terapon jarbua,Terapon jarbua
Terapon puta,Terapon puta
Terapon theraps,Terapon theraps
Tetrabrachium ocellatum,Tetrabrachium ocellatum
Tetractenos glaber,Tetractenos glaber
Tetractenos hamiltoni,Tetractenos hamiltoni
Tetragonurus,NA
Tetragonurus atlanticus,Tetragonurus atlanticus
Tetragonurus cuvieri,Tetragonurus cuvieri
Tetragonurus,NA
Tetraodontidae,NA
Tetraodontidae,NA
Tetraodontiformes,NA
Tetrapturus albidus,Kajikia albida
Tetrapturus audax,Kajikia audax
Tetrosomus concatenatus,Tetrosomus concatenatus
Tetrosomus gibbosus,Tetrosomus gibbosus
Tetrosomus reipublicae,Tetrosomus reipublicae
Thalassenchelys coheni,Congriscus megastomus
Thalassoma amblycephalum,Thalassoma amblycephalum
Thalassoma bifasciatum,Thalassoma bifasciatum
Thalassoma cupido,Thalassoma cupido
Thalassoma hardwicke,Thalassoma hardwicke
Thalassoma janseni,Thalassoma jansenii
Thalassoma jansenii,Thalassoma jansenii
Thalassoma lunare,Thalassoma lunare
Thalassoma lutescens,Thalassoma lutescens
Thalassoma purpureum,Thalassoma purpureum
Thalassoma quinquevittatum,Thalassoma quinquevittatum
Thalassoma septemfasciatum,Thalassoma septemfasciatum
Thalassoma,NA
Thalassoma trilobatum,Thalassoma trilobatum
Thalassophryne montevidensis,Thalassophryne montevidensis
Thalassophryne nattereri,Thalassophryne nattereri
Thaleichthys pacificus,Thaleichthys pacificus
Thamnaconus hypargyreus,Thamnaconus hypargyreus
Thamnaconus modestoides,Thamnaconus modestoides
Thamnaconus modestus,Thamnaconus modestus
Thamnaconus striatus,Thamnaconus striatus
Thamnaconus tessellatus,Thamnaconus tessellatus
Thaumatichthyidae,NA
Thaumatichthys,NA
Theragra chalcogramma,Gadus chalcogrammus
Thorogobius ephippiatus,Thorogobius ephippiatus
Threpterius maculosus,Chironemus maculosus
Thryssa baelama,Thryssa baelama
Thryssa chefuensis,Thryssa chefuensis
Thryssa dussumieri,Thryssa dussumieri
Thryssa hamiltonii,Thryssa hamiltonii
Thryssa setirostris,Thryssa setirostris
Thunnus,NA
Thunnus alalunga,Thunnus alalunga
Thunnus albacares,Thunnus albacares
Thunnus atlanticus,Thunnus atlanticus
Thunnus maccoyii,Thunnus maccoyii
Thunnus obesus,Thunnus obesus
Thunnus,NA
Thunnus thynnus,Thunnus thynnus
Thunnus tonggol,Thunnus tonggol
Thyrsites atun,Thyrsites atun
Thyrsitops lepidopoides,Thyrsitops lepidopoides
Thysanophrys chiltonae,Thysanophrys chiltonae
Thysanophrys cirronasa,Thysanophrys cirronasa
Thysanophrys longirostris,Thysanophrys longirostris
Tilapia mariae,Pelmatolapia mariae
Tilodon sexfasciatus,Tilodon sexfasciatus
Tinca tinca,Tinca tinca
Torpedo californica,Tetronarce californica
Torpedo formosa,Tetronarce formosa
Torpedo macneilli,Tetronarce macneilli
Torpedo marmorata,Torpedo marmorata
Torpedo nobiliana,Tetronarce nobiliana
Torpedo,NA
Torpedo tokionis,Tetronarce tokionis
Torpedo torpedo,Torpedo torpedo
Torquigener brevipinnis,Torquigener brevipinnis
Torquigener flavimaculosus,Torquigener flavimaculosus
Torquigener hicksi,Torquigener hicksi
Torquigener hypselogeneion,Torquigener hypselogeneion
Torquigener pallimaculatus,Torquigener pallimaculatus
Torquigener parcuspinus,Torquigener parcuspinus
Torquigener pleurogramma,Torquigener pleurogramma
Torquigener,NA
Torquigener,NA
Torquigener,NA
Torquigener,NA
Torquigener squamicauda,Torquigener squamicauda
Torquigener tuberculiferus,Torquigener tuberculiferus
Torquigener whitleyi,Torquigener whitleyi
Trachelyopterus galeatus,Trachelyopterus galeatus
Trachichthys australis,Trachichthys australis
Trachinidae,NA
Trachinocephalus myops,Trachinocephalus myops
Trachinops brauni,Trachinops brauni
Trachinops noarlungae,Trachinops noarlungae
Trachinops taeniatus,Trachinops taeniatus
Trachinotus,NA
Trachinotus blochii,Trachinotus blochii
Trachinotus carolinus,Trachinotus carolinus
Trachinotus falcatus,Trachinotus falcatus
Trachinotus goodei,Trachinotus goodei
Trachinotus,NA
Trachinus araneus,Trachinus araneus
Trachinus draco,Trachinus draco
Trachinus radiatus,Trachinus radiatus
Trachipteridae,NA
Trachipterus,NA
Trachipterus altivelis,Trachipterus altivelis
Trachipterus arawatae,Trachipterus jacksonensis
Trachipterus jacksonensis,Trachipterus jacksonensis
Trachonurus sulcatus,Trachonurus sulcatus
Trachurus,NA
Trachurus declivis,Trachurus declivis
Trachurus indicus,Trachurus indicus
Trachurus japonicus,Trachurus japonicus
Trachurus lathami,Trachurus lathami
Trachurus mediterraneus,Trachurus mediterraneus
Trachurus murphyi,Trachurus murphyi
Trachurus novaezelandiae,Trachurus novaezelandiae
Trachurus picturatus,Trachurus picturatus
Trachurus,NA
Trachurus symmetricus,Trachurus symmetricus
Trachurus trachurus,Trachurus trachurus
Trachynocephalus myops,Trachinocephalus myops
Trachypoma macracanthus,Trachypoma macracanthus
Trachyrhamphus bicoarctatus,Trachyrhamphus bicoarctatus
Trachyrhamphus longirostris,Trachyrhamphus longirostris
Trachyrhamphus serratus,Trachyrhamphus serratus
Trachyrhamphus,NA
Trachyrincus aphyodes,Trachyrincus aphyodes
Trachyrincus longirostris,Trachyrincus longirostris
Trachyrincus murrayi,Trachyrincus murrayi
Trachyrincus,NA
Trachyrincus trachyrincus,Trachyrincus scabrus
Trachyscorpia capensis,NA
Trachyscorpia cristulata,Trachyscorpia cristulata cristulata
Trachyscorpia cristulata-echinata,NA
Trachyscorpia eschmeyeri,Trachyscorpia eschmeyeri
Tragulichthys jaculiferus,Tragulichthys jaculiferus
Trematomus centronotus,Trematomus pennellii
Trematomus eulepidotus,Trematomus eulepidotus
Trematomus lepidorhinus,Trematomus lepidorhinus
Trematomus loenbergii,NA
Trematomus newnesi,Trematomus newnesi
Trematomus nicolai,Trematomus nicolai
Trematomus pennelli,NA
Trematomus scotti,Trematomus scotti
Trematomus,NA
Trematomus tokarevi,Trematomus tokarevi
Triacanthodes anomalus,Triacanthodes anomalus
Triacanthodes ethiops,Triacanthodes ethiops
Triacanthus biaculeatus,Triacanthus biaculeatus
Triaenodon obesus,Triaenodon obesus
Triakis semifasciata,Triakis semifasciata
Trichiuridae,NA
Trichiurus lepturus,Trichiurus lepturus
Trichiurus,NA
Trichodontidae,NA
Trichodon trichodon,Trichodon trichodon
Trichonotus setiger,Trichonotus setiger
Trichonotus setigerus,Trichonotus setiger
Trichopsetta ventralis,Trichopsetta ventralis
Trigla lucerna,Chelidonichthys lucerna
Trigla lyra,Trigla lyra
Triglidae,NA
Trigloporus lastovitza,Chelidonichthys lastoviza
Trigloporus lastoviza,Chelidonichthys lastoviza
Triglops,NA
Triglops forficata,Triglops forficatus
Triglops macellus,Triglops macellus
Triglops murrayi,Triglops murrayi
Triglops nybelini,Triglops nybelini
Triglops pingeli,Triglops pingelii
Triglops pingelii,Triglops pingelii
Triglops scepticus,Triglops scepticus
Triglops,NA
Trigonolampa miriceps,Trigonolampa miriceps
Trinectes maculatus,Trinectes maculatus
Trinectes microphthalmus,Trinectes microphthalmus
Trinectes paulistanus,Trinectes paulistanus
Trinorfolkia clarkei,Trinorfolkia clarkei
Triodon macropterus,Triodon macropterus
Tripodichthys angustifrons,Tripodichthys angustifrons
Tripodichthys blochii,Tripodichthys blochii
Tripodichthys,NA
Tripterophycis gilchristi,Tripterophycis gilchristi
Tripterygion bapturum,Springerichthys bapturus
Tripterygion delaisi,Tripterygion delaisi
Trisopterus,NA
Trisopterus esmarki,Trisopterus esmarkii
Trisopterus esmarkii,Trisopterus esmarkii
Trisopterus luscus,Trisopterus luscus
Trisopterus minutus,Trisopterus minutus
Trisopterus,NA
Trixiphichthys weberi,Trixiphichthys weberi
Trygonoptera ovalis,Trygonoptera ovalis
Trygonoptera testacea,Trygonoptera testacea
Trygonorrhina fasciata,Trygonorrhina fasciata
Trygonorrhina,NA
Tubbia tasmanica,Tubbia tasmanica
Tydemania navigatoris,Tydemania navigatoris
Tylerius spinosissimus,Tylerius spinosissimus
Tylosurus acus,Tylosurus acus acus
Tylosurus crocodilus,Tylosurus crocodilus
Tylosurus melanotus,Tylosurus acus melanotus
Tylosurus,NA
Typhlonarke tarakea,Typhlonarke tarakea
Ulcina olrikii,Aspidophoroides olrikii
Ulua aurochs,Ulua aurochs
Ulua mentalis,Ulua mentalis
Ulvaria subbifurcata,Ulvaria subbifurcata
Umbra pygmaea,Umbra pygmaea
Umbrina canosai,Umbrina canosai
Umbrina coroides,Umbrina coroides
Upeneichthys lineatus,Upeneichthys lineatus
Upeneichthys vlamingii,Upeneichthys vlamingii
Upeneus asymmetricus,Upeneus asymmetricus
Upeneus australiae,Upeneus australiae
Upeneus bensasi,Upeneus japonicus
Upeneus filifer,Upeneus filifer
Upeneus japonicus,Upeneus japonicus
Upeneus luzonius,Upeneus luzonius
Upeneus moluccensis,Upeneus moluccensis
Upeneus parvus,Upeneus parvus
